Кол-во элементов;Кол-во перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
53600;0;750421;0.007481;shellSort
53700;0;751822;0.007899;shellSort
53800;0;753221;0.006484;shellSort
53900;0;754622;0.006507;shellSort
54000;0;756023;0.006619;shellSort
54100;0;757423;0.006535;shellSort
54200;0;758824;0.007187;shellSort
54300;0;760222;0.006575;shellSort
54400;0;761620;0.006475;shellSort
54500;0;763023;0.006196;shellSort
54600;0;764422;0.006569;shellSort
54700;0;765824;0.008115;shellSort
54800;0;767221;0.008220;shellSort
54900;0;768624;0.006312;shellSort
55000;0;770024;0.006738;shellSort
55100;0;771425;0.008490;shellSort
55200;0;772823;0.008544;shellSort
55300;0;774220;0.008639;shellSort
55400;0;775622;0.007515;shellSort
55500;0;777023;0.008044;shellSort
55600;0;778422;0.007412;shellSort
55700;0;779823;0.008509;shellSort
55800;0;781225;0.006725;shellSort
55900;0;782624;0.006552;shellSort
56000;0;784022;0.007356;shellSort
56100;0;785423;0.007598;shellSort
56200;0;786823;0.007783;shellSort
56300;0;788226;0.008107;shellSort
56400;0;789622;0.006668;shellSort
56500;0;791024;0.006819;shellSort
56600;0;792423;0.006844;shellSort
56700;0;793826;0.007536;shellSort
56800;0;795224;0.007253;shellSort
56900;0;796623;0.006851;shellSort
57000;0;798024;0.008883;shellSort
57100;0;799424;0.007272;shellSort
57200;0;800825;0.006973;shellSort
57300;0;802226;0.007416;shellSort
57400;0;803621;0.008497;shellSort
57500;0;805022;0.008209;shellSort
57600;0;806419;0.010173;shellSort
57700;0;807822;0.008335;shellSort
57800;0;809222;0.009738;shellSort
57900;0;810622;0.007241;shellSort
58000;0;812021;0.007007;shellSort
58100;0;813424;0.008953;shellSort
58200;0;814823;0.007465;shellSort
58300;0;816225;0.007063;shellSort
58400;0;817620;0.007772;shellSort
58500;0;819021;0.008251;shellSort
58600;0;820423;0.007068;shellSort
58700;0;821823;0.007021;shellSort
58800;0;823223;0.007052;shellSort
58900;0;824622;0.007510;shellSort
59000;0;826024;0.011463;shellSort
59100;0;827425;0.009992;shellSort
59200;0;828822;0.008428;shellSort
59300;0;830224;0.007806;shellSort
59400;0;831620;0.007670;shellSort
59500;0;833023;0.006926;shellSort
59600;0;834422;0.008988;shellSort
59700;0;835823;0.008728;shellSort
59800;0;837223;0.007575;shellSort
59900;0;838626;0.007420;shellSort
60000;0;840022;0.007223;shellSort
60100;0;841423;0.008304;shellSort
60200;0;842823;0.007416;shellSort
60300;0;844224;0.007267;shellSort
60400;0;845625;0.008969;shellSort
60500;0;847023;0.007184;shellSort
60600;0;848424;0.007450;shellSort
60700;0;849824;0.007928;shellSort
60800;0;851222;0.007476;shellSort
60900;0;852625;0.008379;shellSort
61000;0;854023;0.009701;shellSort
61100;0;855425;0.008505;shellSort
61200;0;856823;0.007213;shellSort
61300;0;858226;0.007258;shellSort
61400;0;859626;0.007578;shellSort
61500;0;861023;0.007758;shellSort
61600;0;862421;0.007364;shellSort
61700;0;863821;0.007083;shellSort
61800;0;865223;0.007248;shellSort
61900;0;866624;0.007613;shellSort
62000;0;868022;0.007590;shellSort
62100;0;869423;0.007879;shellSort
62200;0;870825;0.010049;shellSort
62300;0;872225;0.012698;shellSort
62400;0;873623;0.008928;shellSort
62500;0;875022;0.007729;shellSort
62700;0;877825;0.007558;shellSort
62800;0;879223;0.009817;shellSort
62900;0;880625;0.008635;shellSort
63000;0;882023;0.007651;shellSort
63100;0;883426;0.007677;shellSort
63200;0;884824;0.007795;shellSort
63300;0;886224;0.008711;shellSort
63400;0;887625;0.007697;shellSort
63500;0;889022;0.007600;shellSort
63600;0;890423;0.007753;shellSort
63700;0;891824;0.007809;shellSort
63800;0;893224;0.008444;shellSort
63900;0;894625;0.007494;shellSort
64000;0;896021;0.007718;shellSort
64100;0;897424;0.008518;shellSort
64200;0;898824;0.009791;shellSort
64300;0;900225;0.009865;shellSort
64400;0;901624;0.009176;shellSort
64500;0;903027;0.007891;shellSort
64600;0;904424;0.010167;shellSort
64700;0;905826;0.007830;shellSort
64800;0;907223;0.009092;shellSort
64900;0;908624;0.009188;shellSort
65000;0;910026;0.007766;shellSort
65100;0;911425;0.007912;shellSort
65200;0;912825;0.007907;shellSort
65300;0;914225;0.007876;shellSort
65400;0;915627;0.009529;shellSort
65500;0;917028;0.008407;shellSort
65600;0;984018;0.008436;shellSort
65700;0;985520;0.008669;shellSort
65800;0;987019;0.009883;shellSort
65900;0;988522;0.008398;shellSort
66000;0;990021;0.008956;shellSort
66100;0;991521;0.010181;shellSort
66200;0;993021;0.012303;shellSort
66300;0;994524;0.012324;shellSort
66400;0;996021;0.012430;shellSort
66500;0;997522;0.010419;shellSort
66600;0;999020;0.008552;shellSort
66700;0;1000521;0.009067;shellSort
66800;0;1002022;0.009643;shellSort
66900;0;1003522;0.008799;shellSort
67000;0;1005023;0.008785;shellSort
67100;0;1006522;0.008614;shellSort
67200;0;1008020;0.008614;shellSort
67300;0;1009523;0.009212;shellSort
67400;0;1011022;0.010764;shellSort
67500;0;1012524;0.010038;shellSort
67600;0;1014019;0.008367;shellSort
67700;0;1015522;0.009092;shellSort
67800;0;1017022;0.010669;shellSort
67900;0;1018523;0.010014;shellSort
68000;0;1020021;0.016972;shellSort
68100;0;1021520;0.010930;shellSort
68200;0;1023022;0.010534;shellSort
68300;0;1024523;0.008913;shellSort
68400;0;1026022;0.011977;shellSort
68500;0;1027523;0.011582;shellSort
68600;0;1029025;0.010243;shellSort
68700;0;1030523;0.011655;shellSort
68800;0;1032021;0.011353;shellSort
68900;0;1033522;0.009855;shellSort
69000;0;1035022;0.010815;shellSort
69100;0;1036525;0.010395;shellSort
69200;0;1038022;0.009836;shellSort
69300;0;1039524;0.008960;shellSort
69400;0;1041023;0.009896;shellSort
69500;0;1042526;0.010837;shellSort
69600;0;1044024;0.010360;shellSort
69700;0;1045520;0.011724;shellSort
69800;0;1047021;0.009311;shellSort
69900;0;1048521;0.009493;shellSort
70000;0;1050022;0.009658;shellSort
70100;0;1051523;0.011320;shellSort
70200;0;1053022;0.011801;shellSort
70300;0;1054523;0.009541;shellSort
70400;0;1056020;0.009571;shellSort
70500;0;1057523;0.012033;shellSort
70600;0;1059023;0.009796;shellSort
70700;0;1060522;0.010580;shellSort
70800;0;1062021;0.012099;shellSort
70900;0;1063524;0.009160;shellSort
71000;0;1065023;0.009178;shellSort
71100;0;1066525;0.009150;shellSort
71200;0;1068021;0.011346;shellSort
71300;0;1069522;0.009134;shellSort
71400;0;1071024;0.011006;shellSort
71500;0;1072524;0.011418;shellSort
71600;0;1074024;0.011498;shellSort
71700;0;1075521;0.012268;shellSort
71800;0;1077023;0.009257;shellSort
71900;0;1078524;0.010366;shellSort
72000;0;1080021;0.009505;shellSort
72100;0;1081523;0.010519;shellSort
72200;0;1083021;0.012443;shellSort
72300;0;1084524;0.010096;shellSort
72400;0;1086023;0.010715;shellSort
72600;0;1089024;0.011245;shellSort
72700;0;1090527;0.011426;shellSort
72800;0;1092022;0.010063;shellSort
72900;0;1093523;0.009318;shellSort
73000;0;1095023;0.009530;shellSort
73100;0;1096524;0.009473;shellSort
73200;0;1098025;0.009502;shellSort
73300;0;1099524;0.009612;shellSort
73400;0;1101025;0.009821;shellSort
73500;0;1102525;0.009668;shellSort
73600;0;1104023;0.011211;shellSort
