Кол-во элементов;Кол-во элементов в ^ 2;Кол-во перестановок;Кол-во сравнений;Сумма сравнений и перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
353100;124679610000;222028;6497616;6719644;6053560;0.029273;quickSort
353200;124750240000;222128;6499716;6721844;6055460;0.029295;quickSort
353300;124820890000;222228;6501816;6724044;6057360;0.029283;quickSort
353400;124891560000;222328;6503916;6726244;6059260;0.029413;quickSort
353500;124962250000;222428;6506016;6728444;6061160;0.029346;quickSort
353600;125032960000;222528;6508116;6730644;6063060;0.029327;quickSort
353700;125103690000;222628;6510216;6732844;6064960;0.029353;quickSort
353800;125174440000;222728;6512316;6735044;6066860;0.029345;quickSort
353900;125245210000;222828;6514416;6737244;6068760;0.029425;quickSort
354000;125316000000;222928;6516516;6739444;6070660;0.030069;quickSort
354100;125386810000;223028;6518616;6741644;6072560;0.029621;quickSort
354200;125457640000;223128;6520716;6743844;6074460;0.029361;quickSort
354300;125528490000;223228;6522816;6746044;6076360;0.029344;quickSort
354400;125599360000;223328;6524916;6748244;6078260;0.029464;quickSort
354500;125670250000;223428;6527016;6750444;6080160;0.029521;quickSort
354600;125741160000;223528;6529116;6752644;6082060;0.030210;quickSort
354700;125812090000;223628;6531216;6754844;6083960;0.029666;quickSort
354800;125883040000;223728;6533316;6757044;6085860;0.029499;quickSort
354900;125954010000;223828;6535416;6759244;6087760;0.029517;quickSort
355000;126025000000;223928;6537516;6761444;6089660;0.029453;quickSort
355100;126096010000;224028;6539616;6763644;6091560;0.029173;quickSort
355200;126167040000;224128;6541716;6765844;6093460;0.028757;quickSort
355300;126238090000;224228;6543816;6768044;6095360;0.029249;quickSort
355400;126309160000;224328;6545916;6770244;6097260;0.029578;quickSort
355500;126380250000;224428;6548016;6772444;6099160;0.029472;quickSort
355600;126451360000;224528;6550116;6774644;6101060;0.029558;quickSort
355700;126522490000;224628;6552216;6776844;6102960;0.029514;quickSort
355800;126593640000;224728;6554316;6779044;6104860;0.029507;quickSort
355900;126664810000;224828;6556416;6781244;6106760;0.029512;quickSort
356000;126736000000;224928;6558516;6783444;6108660;0.029646;quickSort
356100;126807210000;225028;6560616;6785644;6110560;0.030309;quickSort
356200;126878440000;225128;6562716;6787844;6112460;0.029606;quickSort
356300;126949690000;225228;6564816;6790044;6114360;0.029583;quickSort
356400;127020960000;225328;6566916;6792244;6116260;0.029963;quickSort
356500;127092250000;225428;6569016;6794444;6118160;0.029589;quickSort
356600;127163560000;225528;6571116;6796644;6120060;0.029722;quickSort
356700;127234890000;225628;6573216;6798844;6121960;0.029958;quickSort
356800;127306240000;225728;6575316;6801044;6123860;0.030665;quickSort
356900;127377610000;225828;6577416;6803244;6125760;0.029718;quickSort
357000;127449000000;225928;6579516;6805444;6127660;0.029713;quickSort
357100;127520410000;226028;6581616;6807644;6129560;0.029716;quickSort
357200;127591840000;226128;6583716;6809844;6131460;0.029779;quickSort
357300;127663290000;226228;6585816;6812044;6133360;0.029744;quickSort
357400;127734760000;226328;6587916;6814244;6135260;0.029827;quickSort
357500;127806250000;226428;6590016;6816444;6137160;0.029090;quickSort
357600;127877760000;226528;6592116;6818644;6139060;0.029071;quickSort
357700;127949290000;226628;6594216;6820844;6140960;0.029713;quickSort
357800;128020840000;226728;6596316;6823044;6142860;0.030341;quickSort
357900;128092410000;226828;6598416;6825244;6144760;0.030741;quickSort
358000;128164000000;226928;6600516;6827444;6146660;0.030741;quickSort
358100;128235610000;227028;6602616;6829644;6148560;0.030681;quickSort
358200;128307240000;227128;6604716;6831844;6150460;0.030148;quickSort
358300;128378890000;227228;6606816;6834044;6152360;0.029727;quickSort
358400;128450560000;227328;6608916;6836244;6154260;0.029759;quickSort
358500;128522250000;227428;6611016;6838444;6156160;0.029821;quickSort
358600;128593960000;227528;6613116;6840644;6158060;0.029351;quickSort
358700;128665690000;227628;6615216;6842844;6159960;0.029748;quickSort
358800;128737440000;227728;6617316;6845044;6161860;0.029753;quickSort
358900;128809210000;227828;6619416;6847244;6163760;0.029783;quickSort
359000;128881000000;227928;6621516;6849444;6165660;0.029808;quickSort
359100;128952810000;228028;6623616;6851644;6167560;0.029774;quickSort
359200;129024640000;228128;6625716;6853844;6169460;0.029852;quickSort
359300;129096490000;228228;6627816;6856044;6171360;0.029833;quickSort
359400;129168360000;228328;6629916;6858244;6173260;0.029782;quickSort
359500;129240250000;228428;6632016;6860444;6175160;0.029846;quickSort
359600;129312160000;228528;6634116;6862644;6177060;0.030185;quickSort
359700;129384090000;228628;6636216;6864844;6178960;0.030025;quickSort
359800;129456040000;228728;6638316;6867044;6180860;0.032069;quickSort
359900;129528010000;228828;6640416;6869244;6182760;0.031161;quickSort
360000;129600000000;228928;6642516;6871444;6184660;0.029989;quickSort
360100;129672010000;229028;6644616;6873644;6186560;0.030046;quickSort
360200;129744040000;229128;6646716;6875844;6188460;0.029847;quickSort
360300;129816090000;229228;6648816;6878044;6190360;0.029888;quickSort
360400;129888160000;229328;6650916;6880244;6192260;0.029881;quickSort
360500;129960250000;229428;6653016;6882444;6194160;0.029957;quickSort
360600;130032360000;229528;6655116;6884644;6196060;0.029924;quickSort
360700;130104490000;229628;6657216;6886844;6197960;0.029996;quickSort
360800;130176640000;229728;6659316;6889044;6199860;0.029923;quickSort
360900;130248810000;229828;6661416;6891244;6201760;0.029934;quickSort
361000;130321000000;229928;6663516;6893444;6203660;0.029954;quickSort
361100;130393210000;230028;6665616;6895644;6205560;0.030047;quickSort
361200;130465440000;230128;6667716;6897844;6207460;0.030648;quickSort
361300;130537690000;230228;6669816;6900044;6209360;0.032060;quickSort
361400;130609960000;230328;6671916;6902244;6211260;0.030069;quickSort
361500;130682250000;230428;6674016;6904444;6213160;0.030650;quickSort
361600;130754560000;230528;6676116;6906644;6215060;0.030406;quickSort
361700;130826890000;230628;6678216;6908844;6216960;0.030037;quickSort
361800;130899240000;230728;6680316;6911044;6218860;0.029351;quickSort
361900;130971610000;230828;6682416;6913244;6220760;0.029334;quickSort
362000;131044000000;230928;6684516;6915444;6222660;0.030078;quickSort
362100;131116410000;231028;6686616;6917644;6224560;0.030680;quickSort
362200;131188840000;231128;6688716;6919844;6226460;0.029354;quickSort
362300;131261290000;231228;6690816;6922044;6228360;0.029367;quickSort
362400;131333760000;231328;6692916;6924244;6230260;0.030239;quickSort
362500;131406250000;231428;6695016;6926444;6232160;0.031136;quickSort
362600;131478760000;231528;6697116;6928644;6234060;0.030295;quickSort
362700;131551290000;231628;6699216;6930844;6235960;0.030265;quickSort
362800;131623840000;231728;6701316;6933044;6237860;0.030464;quickSort
362900;131696410000;231828;6703416;6935244;6239760;0.030276;quickSort
363000;131769000000;231928;6705516;6937444;6241660;0.030707;quickSort
363100;131841610000;232028;6707616;6939644;6243560;0.030335;quickSort
363200;131914240000;232128;6709716;6941844;6245460;0.030207;quickSort
363300;131986890000;232228;6711816;6944044;6247360;0.032801;quickSort
363400;132059560000;232328;6713916;6946244;6249260;0.030204;quickSort
363500;132132250000;232428;6716016;6948444;6251160;0.030993;quickSort
363600;132204960000;232528;6718116;6950644;6253060;0.030291;quickSort
363700;132277690000;232628;6720216;6952844;6254960;0.030712;quickSort
363800;132350440000;232728;6722316;6955044;6256860;0.030302;quickSort
363900;132423210000;232828;6724416;6957244;6258760;0.030376;quickSort
364000;132496000000;232928;6726516;6959444;6260660;0.030273;quickSort
364100;132568810000;233028;6728616;6961644;6262560;0.030314;quickSort
364200;132641640000;233128;6730716;6963844;6264460;0.030312;quickSort
364300;132714490000;233228;6732816;6966044;6266360;0.030398;quickSort
364400;132787360000;233328;6734916;6968244;6268260;0.030311;quickSort
364500;132860250000;233428;6737016;6970444;6270160;0.030322;quickSort
364600;132933160000;233528;6739116;6972644;6272060;0.030342;quickSort
364700;133006090000;233628;6741216;6974844;6273960;0.032204;quickSort
364800;133079040000;233728;6743316;6977044;6275860;0.030329;quickSort
364900;133152010000;233828;6745416;6979244;6277760;0.030528;quickSort
365000;133225000000;233928;6747516;6981444;6279660;0.030423;quickSort
365100;133298010000;234028;6749616;6983644;6281560;0.030964;quickSort
365200;133371040000;234128;6751716;6985844;6283460;0.030465;quickSort
365300;133444090000;234228;6753816;6988044;6285360;0.030393;quickSort
365400;133517160000;234328;6755916;6990244;6287260;0.030430;quickSort
365500;133590250000;234428;6758016;6992444;6289160;0.030416;quickSort
365600;133663360000;234528;6760116;6994644;6291060;0.030562;quickSort
365700;133736490000;234628;6762216;6996844;6292960;0.030455;quickSort
365800;133809640000;234728;6764316;6999044;6294860;0.030509;quickSort
365900;133882810000;234828;6766416;7001244;6296760;0.030461;quickSort
366000;133956000000;234928;6768516;7003444;6298660;0.030422;quickSort
366100;134029210000;235028;6770616;7005644;6300560;0.031948;quickSort
366200;134102440000;235128;6772716;7007844;6302460;0.030671;quickSort
366300;134175690000;235228;6774816;7010044;6304360;0.030541;quickSort
366400;134248960000;235328;6776916;7012244;6306260;0.030528;quickSort
366500;134322250000;235428;6779016;7014444;6308160;0.030536;quickSort
366600;134395560000;235528;6781116;7016644;6310060;0.030517;quickSort
366700;134468890000;235628;6783216;7018844;6311960;0.031204;quickSort
366800;134542240000;235728;6785316;7021044;6313860;0.030684;quickSort
366900;134615610000;235828;6787416;7023244;6315760;0.030651;quickSort
367000;134689000000;235928;6789516;7025444;6317660;0.030546;quickSort
367100;134762410000;236028;6791616;7027644;6319560;0.030585;quickSort
367200;134835840000;236128;6793716;7029844;6321460;0.030633;quickSort
367300;134909290000;236228;6795816;7032044;6323360;0.030571;quickSort
367400;134982760000;236328;6797916;7034244;6325260;0.030627;quickSort
367500;135056250000;236428;6800016;7036444;6327160;0.030794;quickSort
367600;135129760000;236528;6802116;7038644;6329060;0.030654;quickSort
367700;135203290000;236628;6804216;7040844;6330960;0.029909;quickSort
367800;135276840000;236728;6806316;7043044;6332860;0.030662;quickSort
367900;135350410000;236828;6808416;7045244;6334760;0.030753;quickSort
368000;135424000000;236928;6810516;7047444;6336660;0.030747;quickSort
368100;135497610000;237028;6812616;7049644;6338560;0.030695;quickSort
368200;135571240000;237128;6814716;7051844;6340460;0.030711;quickSort
368300;135644890000;237228;6816816;7054044;6342360;0.030736;quickSort
368400;135718560000;237328;6818916;7056244;6344260;0.030732;quickSort
368500;135792250000;237428;6821016;7058444;6346160;0.030697;quickSort
368600;135865960000;237528;6823116;7060644;6348060;0.030750;quickSort
368700;135939690000;237628;6825216;7062844;6349960;0.030737;quickSort
368800;136013440000;237728;6827316;7065044;6351860;0.031260;quickSort
368900;136087210000;237828;6829416;7067244;6353760;0.030852;quickSort
369000;136161000000;237928;6831516;7069444;6355660;0.031107;quickSort
369100;136234810000;238028;6833616;7071644;6357560;0.030796;quickSort
369200;136308640000;238128;6835716;7073844;6359460;0.031544;quickSort
369300;136382490000;238228;6837816;7076044;6361360;0.030828;quickSort
369400;136456360000;238328;6839916;7078244;6363260;0.031509;quickSort
369500;136530250000;238428;6842016;7080444;6365160;0.031322;quickSort
369600;136604160000;238528;6844116;7082644;6367060;0.030823;quickSort
369700;136678090000;238628;6846216;7084844;6368960;0.030872;quickSort
369800;136752040000;238728;6848316;7087044;6370860;0.030873;quickSort
369900;136826010000;238828;6850416;7089244;6372760;0.030892;quickSort
370000;136900000000;238928;6852516;7091444;6374660;0.030872;quickSort
370100;136974010000;239028;6854616;7093644;6376560;0.030886;quickSort
370200;137048040000;239128;6856716;7095844;6378460;0.031041;quickSort
370300;137122090000;239228;6858816;7098044;6380360;0.030961;quickSort
370400;137196160000;239328;6860916;7100244;6382260;0.030901;quickSort
370500;137270250000;239428;6863016;7102444;6384160;0.031009;quickSort
370600;137344360000;239528;6865116;7104644;6386060;0.030958;quickSort
370700;137418490000;239628;6867216;7106844;6387960;0.032350;quickSort
370800;137492640000;239728;6869316;7109044;6389860;0.033228;quickSort
370900;137566810000;239828;6871416;7111244;6391760;0.030956;quickSort
371000;137641000000;239928;6873516;7113444;6393660;0.030971;quickSort
371100;137715210000;240028;6875616;7115644;6395560;0.030969;quickSort
371200;137789440000;240128;6877716;7117844;6397460;0.031040;quickSort
371300;137863690000;240228;6879816;7120044;6399360;0.031062;quickSort
371400;137937960000;240328;6881916;7122244;6401260;0.030973;quickSort
371500;138012250000;240428;6884016;7124444;6403160;0.030999;quickSort
371600;138086560000;240528;6886116;7126644;6405060;0.031054;quickSort
371700;138160890000;240628;6888216;7128844;6406960;0.031134;quickSort
371800;138235240000;240728;6890316;7131044;6408860;0.031035;quickSort
371900;138309610000;240828;6892416;7133244;6410760;0.031116;quickSort
372000;138384000000;240928;6894516;7135444;6412660;0.031053;quickSort
372100;138458410000;241028;6896616;7137644;6414560;0.031173;quickSort
372200;138532840000;241128;6898716;7139844;6416460;0.031075;quickSort
372300;138607290000;241228;6900816;7142044;6418360;0.031113;quickSort
372400;138681760000;241328;6902916;7144244;6420260;0.031108;quickSort
372500;138756250000;241428;6905016;7146444;6422160;0.031285;quickSort
372600;138830760000;241528;6907116;7148644;6424060;0.031407;quickSort
372700;138905290000;241628;6909216;7150844;6425960;0.031480;quickSort
372800;138979840000;241728;6911316;7153044;6427860;0.032395;quickSort
372900;139054410000;241828;6913416;7155244;6429760;0.032098;quickSort
373000;139129000000;241928;6915516;7157444;6431660;0.032506;quickSort
373100;139203610000;242028;6917616;7159644;6433560;0.032270;quickSort
373200;139278240000;242128;6919716;7161844;6435460;0.032609;quickSort
373300;139352890000;242228;6921816;7164044;6437360;0.031197;quickSort
373400;139427560000;242328;6923916;7166244;6439260;0.031248;quickSort
373500;139502250000;242428;6926016;7168444;6441160;0.031845;quickSort
373600;139576960000;242528;6928116;7170644;6443060;0.032772;quickSort
373700;139651690000;242628;6930216;7172844;6444960;0.032094;quickSort
373800;139726440000;242728;6932316;7175044;6446860;0.031228;quickSort
373900;139801210000;242828;6934416;7177244;6448760;0.031207;quickSort
374000;139876000000;242928;6936516;7179444;6450660;0.031204;quickSort
374100;139950810000;243028;6938616;7181644;6452560;0.031293;quickSort
374200;140025640000;243128;6940716;7183844;6454460;0.031262;quickSort
374300;140100490000;243228;6942816;7186044;6456360;0.031361;quickSort
374400;140175360000;243328;6944916;7188244;6458260;0.032037;quickSort
374500;140250250000;243428;6947016;7190444;6460160;0.031293;quickSort
374600;140325160000;243528;6949116;7192644;6462060;0.031033;quickSort
374700;140400090000;243628;6951216;7194844;6463960;0.031238;quickSort
374800;140475040000;243728;6953316;7197044;6465860;0.031463;quickSort
374900;140550010000;243828;6955416;7199244;6467760;0.031380;quickSort
375000;140625000000;243928;6957516;7201444;6469660;0.031411;quickSort
375100;140700010000;244028;6959616;7203644;6471560;0.031459;quickSort
375200;140775040000;244128;6961716;7205844;6473460;0.031333;quickSort
375300;140850090000;244228;6963816;7208044;6475360;0.031721;quickSort
375400;140925160000;244328;6965916;7210244;6477260;0.031393;quickSort
375500;141000250000;244428;6968016;7212444;6479160;0.031430;quickSort
375600;141075360000;244528;6970116;7214644;6481060;0.031496;quickSort
375700;141150490000;244628;6972216;7216844;6482960;0.030764;quickSort
375800;141225640000;244728;6974316;7219044;6484860;0.031041;quickSort
375900;141300810000;244828;6976416;7221244;6486760;0.031451;quickSort
376000;141376000000;244928;6978516;7223444;6488660;0.031682;quickSort
376100;141451210000;245028;6980616;7225644;6490560;0.031496;quickSort
376200;141526440000;245128;6982716;7227844;6492460;0.031621;quickSort
376300;141601690000;245228;6984816;7230044;6494360;0.034987;quickSort
376400;141676960000;245328;6986916;7232244;6496260;0.033419;quickSort
376500;141752250000;245428;6989016;7234444;6498160;0.030949;quickSort
376600;141827560000;245528;6991116;7236644;6500060;0.032181;quickSort
376700;141902890000;245628;6993216;7238844;6501960;0.032184;quickSort
376800;141978240000;245728;6995316;7241044;6503860;0.032794;quickSort
376900;142053610000;245828;6997416;7243244;6505760;0.031631;quickSort
377000;142129000000;245928;6999516;7245444;6507660;0.031590;quickSort
377100;142204410000;246028;7001616;7247644;6509560;0.031556;quickSort
377200;142279840000;246128;7003716;7249844;6511460;0.031623;quickSort
377300;142355290000;246228;7005816;7252044;6513360;0.031582;quickSort
377400;142430760000;246328;7007916;7254244;6515260;0.031651;quickSort
377500;142506250000;246428;7010016;7256444;6517160;0.031720;quickSort
377600;142581760000;246528;7012116;7258644;6519060;0.033286;quickSort
377700;142657290000;246628;7014216;7260844;6520960;0.031697;quickSort
377800;142732840000;246728;7016316;7263044;6522860;0.031689;quickSort
377900;142808410000;246828;7018416;7265244;6524760;0.031680;quickSort
378000;142884000000;246928;7020516;7267444;6526660;0.031651;quickSort
378100;142959610000;247028;7022616;7269644;6528560;0.035554;quickSort
378200;143035240000;247128;7024716;7271844;6530460;0.031274;quickSort
378300;143110890000;247228;7026816;7274044;6532360;0.031735;quickSort
378400;143186560000;247328;7028916;7276244;6534260;0.031774;quickSort
378500;143262250000;247428;7031016;7278444;6536160;0.031823;quickSort
378600;143337960000;247528;7033116;7280644;6538060;0.032687;quickSort
378700;143413690000;247628;7035216;7282844;6539960;0.032101;quickSort
378800;143489440000;247728;7037316;7285044;6541860;0.032451;quickSort
378900;143565210000;247828;7039416;7287244;6543760;0.033555;quickSort
379000;143641000000;247928;7041516;7289444;6545660;0.031811;quickSort
379100;143716810000;248028;7043616;7291644;6547560;0.031767;quickSort
379200;143792640000;248128;7045716;7293844;6549460;0.032937;quickSort
379300;143868490000;248228;7047816;7296044;6551360;0.033427;quickSort
379400;143944360000;248328;7049916;7298244;6553260;0.031846;quickSort
379500;144020250000;248428;7052016;7300444;6555160;0.031808;quickSort
379600;144096160000;248528;7054116;7302644;6557060;0.031909;quickSort
379700;144172090000;248628;7056216;7304844;6558960;0.034762;quickSort
379800;144248040000;248728;7058316;7307044;6560860;0.032238;quickSort
379900;144324010000;248828;7060416;7309244;6562760;0.032457;quickSort
380000;144400000000;248928;7062516;7311444;6564660;0.031843;quickSort
380100;144476010000;249028;7064616;7313644;6566560;0.032002;quickSort
380200;144552040000;249128;7066716;7315844;6568460;0.031908;quickSort
380300;144628090000;249228;7068816;7318044;6570360;0.031865;quickSort
380400;144704160000;249328;7070916;7320244;6572260;0.032474;quickSort
380500;144780250000;249428;7073016;7322444;6574160;0.032011;quickSort
380600;144856360000;249528;7075116;7324644;6576060;0.032073;quickSort
380700;144932490000;249628;7077216;7326844;6577960;0.031999;quickSort
380800;145008640000;249728;7079316;7329044;6579860;0.031998;quickSort
380900;145084810000;249828;7081416;7331244;6581760;0.032614;quickSort
381000;145161000000;249928;7083516;7333444;6583660;0.032174;quickSort
381100;145237210000;250028;7085616;7335644;6585560;0.032718;quickSort
381200;145313440000;250128;7087716;7337844;6587460;0.032010;quickSort
381300;145389690000;250228;7089816;7340044;6589360;0.031210;quickSort
381400;145465960000;250328;7091916;7342244;6591260;0.031989;quickSort
381500;145542250000;250428;7094016;7344444;6593160;0.032024;quickSort
381600;145618560000;250528;7096116;7346644;6595060;0.032350;quickSort
381700;145694890000;250628;7098216;7348844;6596960;0.032149;quickSort
381800;145771240000;250728;7100316;7351044;6598860;0.032028;quickSort
381900;145847610000;250828;7102416;7353244;6600760;0.032412;quickSort
382000;145924000000;250928;7104516;7355444;6602660;0.032394;quickSort
382100;146000410000;251028;7106616;7357644;6604560;0.032378;quickSort
382200;146076840000;251128;7108716;7359844;6606460;0.032253;quickSort
382300;146153290000;251228;7110816;7362044;6608360;0.032920;quickSort
382400;146229760000;251328;7112916;7364244;6610260;0.032007;quickSort
382500;146306250000;251428;7115016;7366444;6612160;0.032825;quickSort
382600;146382760000;251528;7117116;7368644;6614060;0.032283;quickSort
382700;146459290000;251628;7119216;7370844;6615960;0.035604;quickSort
382800;146535840000;251728;7121316;7373044;6617860;0.032947;quickSort
382900;146612410000;251828;7123416;7375244;6619760;0.031747;quickSort
383000;146689000000;251928;7125516;7377444;6621660;0.032445;quickSort
383100;146765610000;252028;7127616;7379644;6623560;0.032142;quickSort
383200;146842240000;252128;7129716;7381844;6625460;0.032321;quickSort
383300;146918890000;252228;7131816;7384044;6627360;0.031384;quickSort
383400;146995560000;252328;7133916;7386244;6629260;0.032768;quickSort
383500;147072250000;252428;7136016;7388444;6631160;0.033457;quickSort
383600;147148960000;252528;7138116;7390644;6633060;0.032250;quickSort
383700;147225690000;252628;7140216;7392844;6634960;0.032600;quickSort
383800;147302440000;252728;7142316;7395044;6636860;0.032294;quickSort
383900;147379210000;252828;7144416;7397244;6638760;0.034559;quickSort
384000;147456000000;252928;7146516;7399444;6640660;0.032292;quickSort
384100;147532810000;253028;7148616;7401644;6642560;0.032393;quickSort
384200;147609640000;253128;7150716;7403844;6644460;0.032246;quickSort
384300;147686490000;253228;7152816;7406044;6646360;0.032664;quickSort
384400;147763360000;253328;7154916;7408244;6648260;0.032307;quickSort
384500;147840250000;253428;7157016;7410444;6650160;0.032353;quickSort
384600;147917160000;253528;7159116;7412644;6652060;0.032385;quickSort
384700;147994090000;253628;7161216;7414844;6653960;0.032404;quickSort
384800;148071040000;253728;7163316;7417044;6655860;0.032351;quickSort
384900;148148010000;253828;7165416;7419244;6657760;0.032346;quickSort
385000;148225000000;253928;7167516;7421444;6659660;0.032992;quickSort
385100;148302010000;254028;7169616;7423644;6661560;0.032446;quickSort
385200;148379040000;254128;7171716;7425844;6663460;0.032343;quickSort
385300;148456090000;254228;7173816;7428044;6665360;0.032332;quickSort
385400;148533160000;254328;7175916;7430244;6667260;0.032433;quickSort
385500;148610250000;254428;7178016;7432444;6669160;0.032633;quickSort
385600;148687360000;254528;7180116;7434644;6671060;0.033021;quickSort
385700;148764490000;254628;7182216;7436844;6672960;0.032497;quickSort
385800;148841640000;254728;7184316;7439044;6674860;0.032504;quickSort
385900;148918810000;254828;7186416;7441244;6676760;0.032523;quickSort
386000;148996000000;254928;7188516;7443444;6678660;0.032817;quickSort
386100;149073210000;255028;7190616;7445644;6680560;0.032513;quickSort
386200;149150440000;255128;7192716;7447844;6682460;0.032625;quickSort
386300;149227690000;255228;7194816;7450044;6684360;0.032607;quickSort
386400;149304960000;255328;7196916;7452244;6686260;0.032518;quickSort
386500;149382250000;255428;7199016;7454444;6688160;0.032646;quickSort
386600;149459560000;255528;7201116;7456644;6690060;0.032980;quickSort
386700;149536890000;255628;7203216;7458844;6691960;0.032714;quickSort
386800;149614240000;255728;7205316;7461044;6693860;0.033813;quickSort
386900;149691610000;255828;7207416;7463244;6695760;0.032710;quickSort
387000;149769000000;255928;7209516;7465444;6697660;0.032642;quickSort
387100;149846410000;256028;7211616;7467644;6699560;0.032567;quickSort
387200;149923840000;256128;7213716;7469844;6701460;0.032615;quickSort
387300;150001290000;256228;7215816;7472044;6703360;0.033243;quickSort
387400;150078760000;256328;7217916;7474244;6705260;0.033129;quickSort
387500;150156250000;256428;7220016;7476444;6707160;0.033035;quickSort
387600;150233760000;256528;7222116;7478644;6709060;0.032691;quickSort
387700;150311290000;256628;7224216;7480844;6710960;0.032851;quickSort
387800;150388840000;256728;7226316;7483044;6712860;0.032625;quickSort
387900;150466410000;256828;7228416;7485244;6714760;0.032723;quickSort
388000;150544000000;256928;7230516;7487444;6716660;0.033623;quickSort
388100;150621610000;257028;7232616;7489644;6718560;0.032641;quickSort
388200;150699240000;257128;7234716;7491844;6720460;0.033026;quickSort
388300;150776890000;257228;7236816;7494044;6722360;0.032870;quickSort
388400;150854560000;257328;7238916;7496244;6724260;0.032711;quickSort
388500;150932250000;257428;7241016;7498444;6726160;0.032894;quickSort
388600;151009960000;257528;7243116;7500644;6728060;0.032766;quickSort
388700;151087690000;257628;7245216;7502844;6729960;0.032701;quickSort
388800;151165440000;257728;7247316;7505044;6731860;0.032810;quickSort
388900;151243210000;257828;7249416;7507244;6733760;0.032778;quickSort
389000;151321000000;257928;7251516;7509444;6735660;0.032988;quickSort
389100;151398810000;258028;7253616;7511644;6737560;0.032848;quickSort
389200;151476640000;258128;7255716;7513844;6739460;0.032837;quickSort
389300;151554490000;258228;7257816;7516044;6741360;0.032804;quickSort
389400;151632360000;258328;7259916;7518244;6743260;0.032815;quickSort
389500;151710250000;258428;7262016;7520444;6745160;0.032804;quickSort
389600;151788160000;258528;7264116;7522644;6747060;0.032817;quickSort
389700;151866090000;258628;7266216;7524844;6748960;0.032969;quickSort
389800;151944040000;258728;7268316;7527044;6750860;0.032989;quickSort
389900;152022010000;258828;7270416;7529244;6752760;0.032813;quickSort
390000;152100000000;258928;7272516;7531444;6754660;0.032871;quickSort
390100;152178010000;259028;7274616;7533644;6756560;0.032802;quickSort
390200;152256040000;259128;7276716;7535844;6758460;0.032856;quickSort
390300;152334090000;259228;7278816;7538044;6760360;0.033570;quickSort
390400;152412160000;259328;7280916;7540244;6762260;0.032980;quickSort
390500;152490250000;259428;7283016;7542444;6764160;0.032929;quickSort
390600;152568360000;259528;7285116;7544644;6766060;0.032900;quickSort
390700;152646490000;259628;7287216;7546844;6767960;0.034972;quickSort
390800;152724640000;259728;7289316;7549044;6769860;0.033244;quickSort
390900;152802810000;259828;7291416;7551244;6771760;0.033034;quickSort
391000;152881000000;259928;7293516;7553444;6773660;0.032960;quickSort
391100;152959210000;260028;7295616;7555644;6775560;0.032960;quickSort
391200;153037440000;260128;7297716;7557844;6777460;0.032978;quickSort
391300;153115690000;260228;7299816;7560044;6779360;0.032957;quickSort
391400;153193960000;260328;7301916;7562244;6781260;0.033011;quickSort
391500;153272250000;260428;7304016;7564444;6783160;0.033035;quickSort
391600;153350560000;260528;7306116;7566644;6785060;0.033004;quickSort
391700;153428890000;260628;7308216;7568844;6786960;0.033004;quickSort
391800;153507240000;260728;7310316;7571044;6788860;0.033000;quickSort
391900;153585610000;260828;7312416;7573244;6790760;0.033050;quickSort
392000;153664000000;260928;7314516;7575444;6792660;0.033053;quickSort
392100;153742410000;261028;7316616;7577644;6794560;0.034625;quickSort
392200;153820840000;261128;7318716;7579844;6796460;0.032639;quickSort
392300;153899290000;261228;7320816;7582044;6798360;0.034660;quickSort
392400;153977760000;261328;7322916;7584244;6800260;0.033514;quickSort
392500;154056250000;261428;7325016;7586444;6802160;0.033104;quickSort
392600;154134760000;261528;7327116;7588644;6804060;0.033559;quickSort
392700;154213290000;261628;7329216;7590844;6805960;0.033506;quickSort
392800;154291840000;261728;7331316;7593044;6807860;0.033901;quickSort
392900;154370410000;261828;7333416;7595244;6809760;0.033193;quickSort
393000;154449000000;261928;7335516;7597444;6811660;0.033147;quickSort
393100;154527610000;262028;7337616;7599644;6813560;0.033216;quickSort
393200;154606240000;262128;7339716;7601844;6815460;0.033357;quickSort
393300;154684890000;262143;7341561;7603704;6817275;0.033267;quickSort
393400;154763560000;262143;7343361;7605504;6819075;0.033211;quickSort
393500;154842250000;262143;7345161;7607304;6820875;0.033166;quickSort
393600;154920960000;262143;7346961;7609104;6822675;0.033245;quickSort
393700;154999690000;262143;7348761;7610904;6824475;0.033226;quickSort
393800;155078440000;262143;7350561;7612704;6826275;0.034009;quickSort
393900;155157210000;262143;7352361;7614504;6828075;0.033205;quickSort
394000;155236000000;262143;7354161;7616304;6829875;0.033294;quickSort
394100;155314810000;262143;7355961;7618104;6831675;0.033260;quickSort
394200;155393640000;262143;7357761;7619904;6833475;0.033209;quickSort
394300;155472490000;262143;7359561;7621704;6835275;0.033244;quickSort
394400;155551360000;262143;7361361;7623504;6837075;0.033300;quickSort
394500;155630250000;262143;7363161;7625304;6838875;0.033290;quickSort
394600;155709160000;262143;7364961;7627104;6840675;0.033347;quickSort
394700;155788090000;262143;7366761;7628904;6842475;0.033342;quickSort
394800;155867040000;262143;7368561;7630704;6844275;0.033309;quickSort
394900;155946010000;262143;7370361;7632504;6846075;0.033316;quickSort
395000;156025000000;262143;7372161;7634304;6847875;0.035807;quickSort
395100;156104010000;262143;7373961;7636104;6849675;0.032849;quickSort
